label,youtube_id,time_start,time_end,split
home roasting coffee,nePIWL0plJs,7,17,validate
looking at phone,necdhLoFJ7w,267,277,validate
baking cookies,nenz_2mnic0,169,179,validate
riding mechanical bull,netRM-vdawE,6,16,validate
planting trees,nfQMrPGeO7M,47,57,validate
washing hands,nflG2ce8VY8,294,304,validate
snowboarding,ng8f7_uedZ4,38,48,validate
throwing discus,ngP8Du_ceQE,3,13,validate
feeding goats,ngmdCuiTpgY,12,22,validate
spray painting,ngolIZn1w3U,0,10,validate
finger snapping,ngpJpfdGjDA,1,11,validate
giving or receiving award,ngq7Hw2LZDQ,42,52,validate
decorating the christmas tree,nh7fX00qFVY,115,125,validate
popping balloons,nhb-PK-4uiA,0,10,validate
flint knapping,nhfPCyMCk-0,964,974,validate
ice climbing,nhgfSoxwQ1U,118,128,validate
bookbinding,nhhwEEEMnOQ,140,150,validate
dancing ballet,nhvaP5EpZP0,94,104,validate
extinguishing fire,nhz11mop0wE,35,45,validate
playing controller,ni7fiqz_HEI,40,50,validate
swimming butterfly stroke,niZT9Zlexgs,24,34,validate
playing with trains,nij8Kun7BfQ,240,250,validate
massaging feet,nj-r8CHwsGY,86,96,validate
bouncing on bouncy castle,nj3KLfg5Kbg,3,13,validate
archaeological excavation,njBD_emzWII,17,27,validate
home roasting coffee,njGrwe2jGcw,13,23,validate
shoveling snow,njNPDxLHZVQ,102,112,validate
hockey stop,njn6f_MEKM4,2,12,validate
answering questions,njoCaIgSf7Q,124,134,validate
building shed,njz0fkss9x8,41,51,validate
leatherworking,nk6GoyLJ4a4,231,241,validate
sailing,nk6HLNkczM4,88,98,validate
shopping,nkxOMzE_sbg,54,64,validate
playing hand clapping games,nkxWGur82CM,0,10,validate
breakdancing,nkz6zoebONg,101,111,validate
playing polo,nlFlWdoPIwI,7,17,validate
punching bag,nlHm20xZgmE,4,14,validate
cooking sausages (not on barbeque),nlNMRqaE2LY,50,60,validate
threading needle,nlOMflaxUCw,5,15,validate
sword fighting,nlY0ld_tBCo,435,445,validate
playing gong,nm-UT3jPNxU,65,75,validate
playing poker,nm4pISLUOHo,29,39,validate
playing darts,nmPQLi25uj0,118,128,validate
crossing eyes,nmVYaaOI-OM,0,10,validate
zumba,nmefMgzgISw,20,30,validate
hurdling,nn5f2xC54dI,63,73,validate
blowing out candles,nnB2s6X6KHo,1,11,validate
sewing,nnCdTwqTmr4,11,21,validate
throwing knife,nnFJdubscu0,0,10,validate
skateboarding,nnYTXXx4wrU,140,150,validate
winking,nncEp3MmqAg,4,14,validate
ice climbing,nnfUHLZnggM,442,452,validate
playing monopoly,nnoxWLYfp8M,0,10,validate
exercising with an exercise ball,nnuhQ2o1UWE,24,34,validate
waking up,noCKr2pC5K0,0,10,validate
unboxing,noCpVmgD0PY,122,132,validate
brushing hair,noOO764P9nU,1,11,validate
cumbia,nodm_YPFPQg,5,15,validate
cheerleading,nodndUmqqOg,332,342,validate
rope pushdown,nonCHI21Ct4,2,12,validate
belly dancing,nopI2dh-UQU,123,133,validate
playing cricket,np1P2iT6X6E,3,13,validate
tossing coin,npCfdlPE3CM,11,21,validate
news anchoring,npSQAFYfni8,6,16,validate
tie dying,npxnPeDnEX4,49,59,validate
sausage making,nq6fS2K-QmY,89,99,validate
throwing water balloon,nqPTCkpxpns,35,45,validate
arranging flowers,nqkHHTlGRws,71,81,validate
falling off bike,nr7kYZfe5a0,4,14,validate
playing accordion,nrF8FOuvACg,127,137,validate
tasting food,nrUjS8tnQ6s,90,100,validate
playing polo,nrczCjmv5Sc,206,216,validate
yoga,nrnk8p6yjWo,277,287,validate
cooking scallops,ns2C99ZC2OI,293,303,validate
playing badminton,ns9A-roIOU4,399,409,validate
needle felting,nsD3O9AWIDc,219,229,validate
burping,nsGgsWfY4S8,1,11,validate
playing gong,nsHdvY2zblo,125,135,validate
putting on shoes,nsYE7OOJXlM,4,14,validate
surfing crowd,nsaWtkx5l0s,50,60,validate
crossing river,nt5sPExRJxQ,3,13,validate
eating cake,ntDFgioEXGE,22,32,validate
rock climbing,ntFmk_-g6fE,15,25,validate
playing xylophone,ntcN5pcqiOY,63,73,validate
playing darts,ntk3QycfIJM,45,55,validate
situp,nu8GWt1jlvM,145,155,validate
playing squash or racquetball,nuHQOJJYnzg,21,31,validate
surfing crowd,nwDKOJHMHhs,23,33,validate
playing hand clapping games,nwNAttYVS_A,15,25,validate
dining,nwZXnDS0J6Q,433,443,validate
stomping grapes,nwrTpj6Mko4,0,10,validate
tiptoeing,nxA7Evl0Ww8,5,15,validate
skipping rope,nxDAt9SkPoA,123,133,validate
tasting wine,nxP2bV3K6zo,38,48,validate
checking tires,nxc1S6lgaDk,5,15,validate
curling (sport),nxdWQyq0gW8,10,20,validate
blowdrying hair,nxjlyPPcbqA,128,138,validate
playing marbles,nxlhBYE1BmM,27,37,validate
throwing ball (not baseball or American football),ny21UwIAD3w,8,18,validate
skipping rope,nyO86Yf_MA0,197,207,validate
person collecting garbage,nyUFmPuTy4M,69,79,validate
making tea,nyd-WnuBGSY,69,79,validate
frying vegetables,nylxxXMJPYA,109,119,validate
petting animal (not cat),nz-Y7dGHd54,6,16,validate
golf putting,nz8Y3CWmvw4,1,11,validate
using bagging machine,nzB5bubFKwI,37,47,validate
parasailing,nzEyMT46RFE,135,145,validate
blowing glass,nzb8RWiHOcA,85,95,validate
diving cliff,nzhF3citQH4,2,12,validate
repairing puncture,nzsTUlCbzqk,349,359,validate
swinging baseball bat,o-EHIpkllik,0,10,validate
chiseling wood,o-cVguZsdw8,0,10,validate
capoeira,o-chPcT-9Xw,16,26,validate
swinging baseball bat,o-dql40LkUM,5,15,validate
playing drums,o-kHMzDEe3o,110,120,validate
snowboarding,o07H9o-dxNE,15,25,validate
sanding floor,o08RX_saVBk,25,35,validate
drop kicking,o08f1t30PWU,0,10,validate
playing darts,o0U0C8S2QL8,0,10,validate
shining flashlight,o0e9Ob-pOiw,235,245,validate
climbing a rope,o0fiQvaQ6Pk,89,99,validate
throwing ball (not baseball or American football),o0tfI02ehDE,0,10,validate
playing saxophone,o12VFXBVhfs,0,10,validate
parkour,o17r3sBs22E,33,43,validate
disc golfing,o1DsVQYM2MQ,6,16,validate
playing harp,o1EY8MyQ_Vw,112,122,validate
sword fighting,o1GibY82TF4,0,10,validate
massaging neck,o1WxwP-t6gU,11,21,validate
drinking shots,o1hqepKau4A,4,14,validate
base jumping,o1tBfSsbmPI,49,59,validate
bending metal,o28yOO_4fAE,14,24,validate
petting animal (not cat),o2AjoLfMhVA,29,39,validate
playing polo,o2K9hmeqxAA,3,13,validate
playing blackjack,o2NwIn7qnFE,18,28,validate
ice swimming,o2_3N_vD9a8,77,87,validate
cooking egg,o2lVQXqMYf8,16,26,validate
running on treadmill,o2naVWxaKxM,41,51,validate
dancing ballet,o2qCqTugeOY,2,12,validate
playing laser tag,o3CgnCI-qk8,11,21,validate
polishing metal,o3GInj0QjMk,70,80,validate
riding snow blower,o3UBHD3_j20,76,86,validate
pushing car,o3nA2ymzr4s,0,10,validate
twiddling fingers,o3ohFkvDWW0,0,10,validate
clean and jerk,o3rGsq1mjOY,3,13,validate
shopping,o3vu05t-iN8,73,83,validate
playing beer pong,o40xWNuIL_k,446,456,validate
roller skating,o43quML44nA,87,97,validate
playing cricket,o43u7yLxad4,258,268,validate
water sliding,o47K-MeHAeI,5,15,validate
playing cymbals,o4O1JXTsngU,10,20,validate
throwing water balloon,o4k3O_-sCO8,3,13,validate
snowboarding,o4r6X-3enFY,4,14,validate
cleaning pool,o4tfIwWhjtk,0,10,validate
head stand,o4tjvhSRqaA,18,28,validate
playing controller,o4xTJC9PxEk,26,36,validate
smelling feet,o55B_M-sfVI,6,16,validate
scrambling eggs,o56flyxHAN0,67,77,validate
grooming dog,o5DWnVTzm00,14,24,validate
grinding meat,o5JRzeBcvdQ,224,234,validate
skiing slalom,o5K7K_9JqJo,48,58,validate
playing bass guitar,o5TaLQL9kbc,76,86,validate
drop kicking,o5Xir6Cv9JA,0,10,validate
photocopying,o5acDcC8dE8,100,110,validate
playing basketball,o5bpowY20gw,164,174,validate
celebrating,o61dwllWHrU,14,24,validate
krumping,o6NRDIu4qrI,115,125,validate
putting on mascara,o6RCcYn3kms,63,73,validate
embroidering,o6T0OYq27Sk,341,351,validate
jumping into pool,o6Th1W8foKU,0,10,validate
reading book,o6dIjv5pOKc,4,14,validate
changing gear in car,o6mYWsv6kM8,4,14,validate
jaywalking,o77OSviWmZ4,24,34,validate
archaeological excavation,o78ESIH9vxQ,232,242,validate
surfing water,o7K1gRFPSMo,3,13,validate
lunge,o7TT7ofvOhs,0,10,validate
playing polo,o7Tb5j9UHOs,29,39,validate
docking boat,o7YI5o3hp7M,38,48,validate
chiseling wood,o7irCXceNjg,46,56,validate
home roasting coffee,o7kcSOrVjwc,29,39,validate
bartending,o7oG4LKLrdo,390,400,validate
fidgeting,o7vUEUNrcM0,69,79,validate
driving tractor,o8BzuNJOoGk,33,43,validate
playing with trains,o8Ke8WaqfiU,700,710,validate
long jump,o8bfNeRvZMw,0,10,validate
javelin throw,o8hiN-hd78Y,4,14,validate
front raises,o90t2DTiUxU,0,10,validate
salsa dancing,o9CtsDwF_Uo,120,130,validate
tying necktie,o9JRf7E-i9w,16,26,validate
getting a haircut,o9YdtsBacHk,12,22,validate
trimming trees,o9kGXRH9pAM,62,72,validate
feeding goats,o9v7mVSeNVY,3,13,validate
kicking field goal,oA0q8w6TzXg,0,10,validate
head stand,oA8WaPXQVeQ,123,133,validate
breakdancing,oA9su9Etho8,3,13,validate
cutting orange,oAlgSbIPIaQ,30,40,validate
writing,oAufVcE5860,11,21,validate
blowdrying hair,oB-ILsj4ePk,131,141,validate
massaging person's head,oBMyPk7ThKA,79,89,validate
mopping floor,oBWsovXUbbg,8,18,validate
applauding,oBYZWvlI8Uk,25,35,validate
longboarding,oB_4IH4_lyA,65,75,validate
sword swallowing,oBjB0Tj-zWo,20,30,validate
playing pinball,oBr2wuTHvZ8,37,47,validate
bull fighting,oBs1_XvXAiw,55,65,validate
cooking egg,oC1fnjZ_B5M,42,52,validate
dancing charleston,oCAXMzglA1M,93,103,validate
planing wood,oCNdL39gLHY,112,122,validate
shining shoes,oCbOmPdVHS8,2,12,validate
preparing salad,oCkPMmVif2k,51,61,validate
braiding hair,oCnp2k5Ls_k,206,216,validate
weaving basket,oD0wHopSNLU,0,10,validate
lock picking,oD32kA4GrGI,200,210,validate
flipping pancake,oDDOMvWOOxU,3,13,validate
crossing eyes,oDKMcDK7FQw,0,10,validate
lighting fire,oDOQya1sXD0,6,16,validate
jogging,oDcugXejkxU,2,12,validate
playing harp,oDdycECp6BQ,4,14,validate
repairing puncture,oDiIAKpTJKE,50,60,validate
playing monopoly,oDlgzizRPQw,23,33,validate
shining shoes,oE1Nf8EQPzk,47,57,validate
hopscotch,oEBIt8hkr3g,53,63,validate
putting in contact lenses,oElbPIeqB_o,21,31,validate
trimming or shaving beard,oEm46ALZvAs,378,388,validate
playing hand clapping games,oEu_B1D5CFI,15,25,validate
battle rope training,oFgsUiOfSGM,0,10,validate
playing lute,oFmeZW_W9pE,81,91,validate
waving hand,oFpzw1rGWEU,0,10,validate
playing cricket,oG8ZrywKXWY,1,11,validate
snowboarding,oGEGAg6uGAw,0,10,validate
robot dancing,oGEVs4CkVaw,3,13,validate
stretching leg,oGFa11dQ8UM,1098,1108,validate
throwing water balloon,oGJL4WUZ0hE,710,720,validate
cheerleading,oGLY8G334yU,225,235,validate
ironing hair,oGUCmhBu-Q8,327,337,validate
shucking oysters,oG_O-Ho04dk,13,23,validate
cutting watermelon,oGlOPQf5FRE,72,82,validate
historical reenactment,oGpVHf4xooM,160,170,validate
tying shoe laces,oGrmog7xpCY,26,36,validate
using remote controller (not gaming),oH85TNw8F20,99,109,validate
waxing back,oHALuY9S7Zo,64,74,validate
krumping,oHCX1hgyylY,122,132,validate
playing harp,oHPZ-whzdDk,207,217,validate
shaking head,oHjs8DZ4GZs,2,12,validate
cosplaying,oI6Y8mSKVBI,126,136,validate
playing drums,oIosEbECUo8,77,87,validate
fly tying,oIp2gu3LJX4,123,133,validate
driving car,oJOMxFCKHtA,0,10,validate
massaging legs,oJgAQgAvygo,190,200,validate
poking bellybutton,oJmZKIGyazU,1,11,validate
air drumming,oJmjFdkJDSg,4,14,validate
chopping meat,oJnVsvAj4m8,18,28,validate
riding a bike,oJoE3mwH4vs,0,10,validate
brushing hair,oJoWfStDQbI,89,99,validate
playing laser tag,oJvLEXbUTzM,40,50,validate
ice climbing,oK0xLhGAUZc,105,115,validate
ice fishing,oK7jcmiEOvc,105,115,validate
petting animal (not cat),oKAKfWOYr_k,4,14,validate
ski jumping,oKCuB2RHqdg,1,11,validate
swimming breast stroke,oKa8J6RU-00,158,168,validate
trimming or shaving beard,oL0FnGv740Q,187,197,validate
pillow fight,oLAn3tRoE7E,20,30,validate
pushing cart,oLF_SWtXt9o,4,14,validate
carving ice,oLK68Y8uo7I,30,40,validate
salsa dancing,oLQpSzSqf_M,37,47,validate
crawling baby,oLVyGmqOhEM,27,37,validate
dancing gangnam style,oLxBaNhNk6s,27,37,validate
shearing sheep,oMT-lPga9h8,2,12,validate
casting fishing line,oMXlVyqy348,51,61,validate
abseiling,oMjg09l2zs0,676,686,validate
putting in contact lenses,oMnh5Xsf-pk,0,10,validate
yawning,oMsyPYxp-s4,12,22,validate
snatch weight lifting,oMyPguv43Ig,13,23,validate
surfing water,oMyZ6kukVPk,41,51,validate
crossing eyes,oN4LWl_eShY,2,12,validate
repairing puncture,oN7AGgaYb90,99,109,validate
juggling soccer ball,oNEHCEWJfJE,73,83,validate
eating doughnuts,oNVLH9pOmW8,122,132,validate
tasting food,oNmaFOckaLY,46,56,validate
using circular saw,oNp6ajufLWQ,3,13,validate
capoeira,oNx68xPoPSA,19,29,validate
breakdancing,oNy9nbXgXQk,106,116,validate
marching,oNzD6EBHQMM,67,77,validate
spinning poi,oO2X9UcZdQQ,18,28,validate
vacuuming floor,oOFlxFnlB3Y,2,12,validate
getting a haircut,oOU3UGPmunw,10,20,validate
running on treadmill,oOZNo3rsrGw,0,10,validate
faceplanting,oOpaLCB7PbQ,1,11,validate
pushing wheelchair,oPH0_jSn8Ew,108,118,validate
changing oil,oPIPVkS0dYM,237,247,validate
peeling apples,oP_XsRTrosw,14,24,validate
geocaching,oPcXWSiVmxc,448,458,validate
sleeping,oPhWiHU97-w,0,10,validate
kicking soccer ball,oPmDWRiKFDM,7,17,validate
carving pumpkin,oPoLYdOTOt0,0,10,validate
burping,oPsDADdY9EI,28,38,validate
bending back,oPwOZXj-JL8,123,133,validate
smashing,oPxeF8c-kbU,3,13,validate
clam digging,oPzh-C-PyPs,202,212,validate
cutting nails,oQ3h5EF8TZc,16,26,validate
feeding goats,oQ5_6HPESQU,59,69,validate
yoga,oQ8_Qur79TU,27,37,validate
disc golfing,oQBzZdD3Q5Y,37,47,validate
running on treadmill,oQJvlUj5i6k,16,26,validate
feeding birds,oQMn3Gsk8Xo,288,298,validate
smashing,oQmWp_nBtNM,0,10,validate
pinching,oQnpvAeZq9o,1,11,validate
crossing river,oQodx6e4CYI,7,17,validate
playing bass guitar,oRGXgMMPy_Q,235,245,validate
arm wrestling,oRct_2ZEJZo,4,14,validate
high jump,oS5lChx2xkQ,3,13,validate
wading through water,oS8-686IHL0,60,70,validate
drinking shots,oSHxEI3z9ig,48,58,validate
blowing nose,oSJw4wU7g4g,2,12,validate
drooling,oSiCJvRci6E,8,18,validate
carrying baby,oTDChnJIFuA,0,10,validate
throwing water balloon,oTJvIKCJicY,68,78,validate
climbing tree,oTMHiUgjQzE,333,343,validate
cracking knuckles,oTrrim1jgEY,1,11,validate
krumping,oU_upEogUzg,84,94,validate
texting,oUbVXKjJK5M,53,63,validate
putting on foundation,oUfAz5k4EQ0,373,383,validate
hurdling,oUlbpoJQU0Y,6,16,validate
pushing cart,oV2_eBtoM0g,1,11,validate
news anchoring,oVMHriEp7f0,126,136,validate
leatherworking,oVSFwjJxoBc,46,56,validate
golf putting,oVZlU9zS7fc,117,127,validate
marching,oVeHcRapPao,429,439,validate
hammer throw,oVkHiocntlM,6,16,validate
playing polo,oVyDy6dzl2w,35,45,validate
ski jumping,oVyPCHhYEfE,23,33,validate
directing traffic,oWFbwJ_T_gs,10,20,validate
opening refrigerator,oWWbeXKBkOQ,0,10,validate
curling (sport),oWaqaK58Tds,80,90,validate
zumba,oWu8y4uIDeg,19,29,validate
extinguishing fire,oWuvz_250M8,69,79,validate
pushing wheelchair,oWz9whBx48c,23,33,validate
massaging back,oX7WkOAp3qM,18,28,validate
playing maracas,oX90Q352-D0,19,29,validate
passing soccer ball,oXT-dbngiBo,0,10,validate
playing darts,oXfaUG2IhaI,0,10,validate
recording music,oYH3-sCubLs,133,143,validate
lock picking,oYL5c1I0i58,131,141,validate
opening door,oYxGh8FZBQ4,148,158,validate
tapping pen,oYy2zyfw8TM,21,31,validate
tickling,oZCMAkBJU88,173,183,validate
building cabinet,oZOXBqobvcM,214,224,validate
eating carrots,oZSIFSqM6RA,22,32,validate
making snowman,o_4eoqZUcSQ,62,72,validate
welding,o_JCYF9pQFE,127,137,validate
cleaning toilet,o_T-CopFgu0,134,144,validate
chopping vegetables,oa-fNSpqgjg,35,45,validate
playing marbles,oaH7gjaL8ZU,58,68,validate
skateboarding,oaK_EfFOb7o,95,105,validate
playing with trains,oaKgFdL68dY,67,77,validate
staring,oaL032aBuqU,3,13,validate
playing marbles,oacCu2C8EGg,8,18,validate
high kick,oah6SJdIcog,1,11,validate
unloading truck,ob180pVcLA8,0,10,validate
sleeping,ob4tlOt0WTU,36,46,validate
playing cello,obH-cV1NXOE,0,10,validate
curling hair,obHgP6dwHNc,302,312,validate
tossing coin,ob_-PkMuaWo,101,111,validate
feeding fish,obfFSthRQBY,0,10,validate
arm wrestling,ocAiWoqVKLc,293,303,validate
playing squash or racquetball,ocGmA-ZlwX8,164,174,validate
playing basketball,ocJaiKOm55g,48,58,validate
ice fishing,ocPxOsOvkd0,1,11,validate
playing monopoly,ocUbXJkvYRY,5,15,validate
building cabinet,ocVRu25bkYQ,80,90,validate
preparing salad,oc_IhrfeS5s,333,343,validate
skiing mono,ocj--QJZNQY,85,95,validate
playing darts,ocnJcJZ9t-4,11,21,validate
playing paintball,odKLu3m5oDM,76,86,validate
dyeing hair,odUq9IgCkHs,756,766,validate
waxing eyebrows,odZf2XS7wws,1,11,validate
laughing,oda8xByfumg,0,10,validate
tasting beer,odtYY6a7Q4s,6,16,validate
eating doughnuts,odzoy22fTfE,2,12,validate
playing cymbals,oe9DIr8Asyg,83,93,validate
steer roping,oeDCqs2rDwY,37,47,validate
reading newspaper,oeJJ1eUpB4A,1,11,validate
kicking soccer ball,oeOttCXR-3U,1,11,validate
dribbling basketball,oeSoRa8xtUg,3,13,validate
slapping,oeTcLp5eskQ,1,11,validate
welding,oeWiayvQhNI,150,160,validate
push up,oeYOvhsLPeA,3,13,validate
wrestling,oeg6t8K-UHg,108,118,validate
playing ocarina,oegOy7vjBWk,25,35,validate
swinging on something,oehLoAlL3PQ,47,57,validate
building sandcastle,oekmF2c8HqM,0,10,validate
dyeing hair,of4FRDIeEOI,112,122,validate
welding,ofOjwKuw-BM,81,91,validate
juggling fire,ofhjWgPguFI,2,12,validate
playing chess,ofuABYNgdI4,219,229,validate
flint knapping,ofzfrDKWeQA,161,171,validate
square dancing,og0NG5r04gQ,28,38,validate
playing cricket,ogA3nkMl0Q4,1,11,validate
bouncing on bouncy castle,ogDpJtVEirU,0,10,validate
swinging on something,ogG0fmrH9lQ,115,125,validate
recording music,ogR-a5ZTnS0,373,383,validate
cartwheeling,ogR575mN13o,1,11,validate
jogging,ogy_ghdotKg,0,10,validate
using remote controller (not gaming),oh8yKvcGs_U,109,119,validate
decorating the christmas tree,oh9ib9elQ9U,42,52,validate
fly tying,ohVebc-gLHA,348,358,validate
playing ping pong,ohp5vRs9oA4,49,59,validate
presenting weather forecast,ohvuQt5DnIo,28,38,validate
juggling balls,oi2-e2833j0,0,10,validate
cooking scallops,oi2LM_xLzrs,21,31,validate
riding mule,oi7OzVkguos,0,10,validate
shopping,oiApC3D0W5Q,232,242,validate
hurdling,oiEPhNaXvNw,0,10,validate
air drumming,oiRWRYPYVBE,62,72,validate
clapping,oiaw1mobx64,22,32,validate
raising eyebrows,oicOMDSFUdQ,0,10,validate
planting trees,oimIXvOy3oQ,41,51,validate
presenting weather forecast,oj4TORGG_yg,141,151,validate
exercising with an exercise ball,oj7Qgyz5KK8,143,153,validate
jumpstyle dancing,oj8BHQSSTfY,94,104,validate
stretching leg,oj8L6f2WNII,1,11,validate
jumpstyle dancing,ojLiSFsUoko,20,30,validate
making cheese,ojMzgoRPWhQ,49,59,validate
hand washing clothes,ojUMHo612dY,33,43,validate
crossing eyes,ojsqjTFQS7E,12,22,validate
shining flashlight,ojvdGDt-G_c,0,10,validate
pushing cart,okf5Lc5wQ9Q,1,11,validate
jogging,okfIuNfF6O0,16,26,validate
playing pinball,okmwAAUT-Ys,12,22,validate
climbing tree,oksuZ7ct_DQ,21,31,validate
skiing crosscountry,ol6K_Xwjqhg,60,70,validate
doing aerobics,olBMv5xVa4U,79,89,validate
grooming dog,olEPBNdM700,36,46,validate
using remote controller (not gaming),olOPMomaWsM,0,10,validate
climbing a rope,olVCqOzMqAI,0,10,validate
clay pottery making,olWzRmm40ko,47,57,validate
decorating the christmas tree,olX9OOSDY1A,129,139,validate
climbing a rope,oldvNmLb6gE,7,17,validate
backflip (human),olg22dlhPg0,0,10,validate
hand washing clothes,olk76pEIzaA,33,43,validate
bending metal,olp1Nzp1Bk0,40,50,validate
twiddling fingers,olt_tCeo4hY,26,36,validate
playing bagpipes,oltwUQQ6OlA,79,89,validate
extinguishing fire,olzCI69Xcrg,0,10,validate
blowdrying hair,om8e7xAh8mI,482,492,validate
disc golfing,omKMJtVexCM,6,16,validate
hurdling,omTYfJegx0U,0,10,validate
parasailing,omin5s76Ut0,47,57,validate
texting,omn_2FYAQUE,99,109,validate
recording music,omp_7cWZifI,205,215,validate
roasting marshmallows,omv7OtMt-BY,30,40,validate
playing scrabble,on3BVF-Yn0s,7,17,validate
washing feet,onGJiZIKkDQ,3,13,validate
trimming trees,onJJ8F70WEQ,27,37,validate
skipping stone,onPyDDfU6ik,0,10,validate
high jump,ooHbJ-c0r4g,4,14,validate
mushroom foraging,ooIWkUCu1OM,16,26,validate
playing cricket,ooJ15qwxmJ0,270,280,validate
waxing back,ooi9rmzKjtA,28,38,validate
inflating balloons,oop51CM3qzs,63,73,validate
opening wine bottle,ootTKFWw5os,9,19,validate
bookbinding,ooxxyCKWbUo,21,31,validate
cumbia,op6gm-UHcZ8,130,140,validate
getting a haircut,opRpZD9cHoA,54,64,validate
headbutting,opWk1RGbPmg,1,11,validate
deadlifting,op_zoyTtfU4,1,11,validate
snorkeling,opciEqOTFng,127,137,validate
playing paintball,oq4vdXUtr9I,19,29,validate
playing badminton,oqG_stj6XVM,18,28,validate
blowing out candles,oqIXvewCYeg,41,51,validate
licking,oqOQGSIRFSU,5,15,validate
hula hooping,oqP6vu5VZdE,164,174,validate
playing poker,oqebibZ_iuM,9,19,validate
playing bagpipes,orPK2VO0irU,118,128,validate
pillow fight,orjTSCvxkas,0,10,validate
jogging,orkBvNgAlPE,40,50,validate
feeding goats,osL7gsaxKM4,44,54,validate
extinguishing fire,osz-TXlRdXs,8,18,validate
shot put,otA2yH9eR5E,46,56,validate
shoveling snow,otCvT60K5CI,79,89,validate
finger snapping,otKxJ0vXO6E,59,69,validate
jumping into pool,otWXiMMrClg,1,11,validate
parasailing,otpFVOL-uAU,381,391,validate
laying tiles,ott0DD9ZXc0,29,39,validate
shucking oysters,ou1gVn7aGUw,87,97,validate
geocaching,ouG1xhPU-7I,8,18,validate
using segway,ouadelKe68A,41,51,validate
playing bass guitar,ov6yRY31WNs,113,123,validate
peeling apples,ovN2rEPPjio,19,29,validate
smoking,ovnH1mMHUa4,235,245,validate
plastering,owYBZ8Forjk,67,77,validate
base jumping,owhZSfriCQU,459,469,validate
bee keeping,owqeMJHjfe8,3,13,validate
pushing wheelbarrow,ox--afrRN6g,25,35,validate
recording music,ox1uXReDjFM,13,23,validate
salsa dancing,oxMly9ViEc8,15,25,validate
walking the dog,oxRrmc0RSMo,0,10,validate
dribbling basketball,oxY1iBy5daQ,38,48,validate
watching tv,oxsPZzQ_XTQ,19,29,validate
chopping meat,oxsRGSL5wXo,201,211,validate
using a microscope,oxuQb-XUdPA,19,29,validate
swing dancing,oyhxOLXB-R4,403,413,validate
shining flashlight,oz4KAsbnh18,122,132,validate
burping,oz9QCbOELCI,0,10,validate
pumping gas,ozFUVMsa8Hw,34,44,validate
waxing eyebrows,ozGA_B8WhjE,2,12,validate
auctioning,ozLN6G20cUw,0,10,validate
playing cymbals,ozRbhJOOHWs,92,102,validate
country line dancing,ozjVJCBdA9U,396,406,validate
talking on cell phone,ozmBENdY1gI,6,16,validate
snorkeling,ozuso3zqBGk,146,156,validate
using a paint roller,ozwoLxhRkmE,55,65,validate
ice fishing,ozx1kddjwiY,92,102,validate
gospel singing in church,p-90eoW83ek,504,514,validate
massaging feet,p-917OyMjbA,1,11,validate
licking,p-AUBCY45oo,42,52,validate
trapezing,p-E3XWgf3Wk,12,22,validate
sign language interpreting,p-HQaAvhDjQ,136,146,validate
juggling balls,p-JOjS9IcyA,0,10,validate
attending conference,p-OVfu6lcCk,312,322,validate
dining,p-RsInF3YVc,307,317,validate
crossing eyes,p-YLOAYp-T8,8,18,validate
gold panning,p-c1qlpVfpA,19,29,validate
alligator wrestling,p-cY0tTnYmg,1,11,validate
assembling computer,p-hOHia-2Ns,81,91,validate
brushing teeth,p-kbRhTdyiQ,19,29,validate
riding elephant,p-veK9ZSTpY,3,13,validate
shopping,p-xufGGkXt4,41,51,validate
using a paint roller,p08lBMZmo1A,10,20,validate
passing American football (in game),p0DdsPREHms,11,21,validate
tie dying,p0eQ7K-wq9k,207,217,validate
bobsledding,p0eXF9-ZLdE,35,45,validate
making jewelry,p0f8Q4CxW0M,146,156,validate
making paper aeroplanes,p0pQFCyH-Gw,123,133,validate
playing guitar,p0pp-37fOdo,123,133,validate
calculating,p107RA-3woA,137,147,validate
directing traffic,p10cOxGv6H4,0,10,validate
calculating,p1IFtd47Xk0,81,91,validate
blowing nose,p1SHXhx9dug,2,12,validate
eating watermelon,p1TPoSWQAzM,2,12,validate
abseiling,p1VKQa4N-hg,0,10,validate
skydiving,p1Y3qPywVjY,239,249,validate
waking up,p1gwxJhlq88,26,36,validate
ice swimming,p1lvazavAcc,5,15,validate
windsurfing,p1n4c2ML56o,143,153,validate
massaging person's head,p1n6SbfNPsY,196,206,validate
bookbinding,p1rsJSkjEkU,239,249,validate
cracking neck,p1uoYXGQO2E,133,143,validate
archaeological excavation,p1v60wmhV7w,46,56,validate
braiding hair,p23B5UJ_0cc,168,178,validate
cutting nails,p241G64KaMc,26,36,validate
skiing mono,p247-iiZXh0,53,63,validate
springboard diving,p2KvlR_tuhM,0,10,validate
folding napkins,p2MbobHFLGM,50,60,validate
blowing glass,p2NEs8gon0k,381,391,validate
playing trumpet,p2UMwzWsY0U,2,12,validate
scuba diving,p2cUQ39z4xM,80,90,validate
shaving legs,p2n_FtzA1gk,11,21,validate
sharpening knives,p2pC1H9Kahg,225,235,validate
eating watermelon,p2s5fet6Xu0,68,78,validate
scrapbooking,p3LbNolLIhs,20,30,validate
making snowman,p3OmZG40XQ0,25,35,validate
opening door,p3SQ4A5DKYs,2,12,validate
tap dancing,p3VyTPKLM1Y,19,29,validate
bee keeping,p3_wp0Cq6Lo,406,416,validate
fixing bicycle,p3rqYRRe-R4,97,107,validate
